др.; 	19.89108863928123
т.д.; 	19.89108863928123
след.; 	15.300837414831713
г.; 	13.770753673348542
им.; 	12.240669931865371
ул.; 	10.7105861903822
р.; 	9.180502448899029
прав.; 	6.885376836674271
англ.; 	6.885376836674271
см.; 	6.1203349659326856
мин.; 	5.3552930951911
руб.; 	5.3552930951911
тел.; 	5.3552930951911
соц.; 	5.3552930951911
тыс.; 	5.3552930951911
кот.; 	4.590251224449514
млн.; 	4.590251224449514
кг.; 	4.590251224449514
посл.; 	3.8252093537079284
тд.; 	3.0601674829663428
муз.; 	3.0601674829663428
центр.; 	3.0601674829663428
крч.; 	3.0601674829663428
муж.; 	3.0601674829663428
мес.; 	3.0601674829663428
ср.; 	3.0601674829663428
пр.; 	3.0601674829663428
укр.; 	2.295125612224757
фак.; 	2.295125612224757
нем.; 	2.295125612224757
грн.; 	2.295125612224757
сек.; 	2.295125612224757
нац.; 	2.295125612224757
доп.; 	2.295125612224757
бел.; 	2.295125612224757
пол.; 	2.295125612224757
рус.; 	1.5300837414831714
информ.; 	1.5300837414831714
мл.; 	1.5300837414831714
лат.; 	1.5300837414831714
рук.; 	1.5300837414831714
общ.; 	1.5300837414831714
рим.; 	1.5300837414831714
чел.; 	1.5300837414831714
ер.; 	1.5300837414831714
лит.; 	1.5300837414831714
худ.; 	1.5300837414831714
спорт.; 	1.5300837414831714
спец.; 	1.5300837414831714
тп.; 	1.5300837414831714
обл.; 	1.5300837414831714
контр.; 	1.5300837414831714
гос.; 	1.5300837414831714
мульт.; 	1.5300837414831714
св.; 	1.5300837414831714
жен.; 	0.7650418707415857
неск.; 	0.7650418707415857
поф.; 	0.7650418707415857
комс.; 	0.7650418707415857
сем.; 	0.7650418707415857
род.; 	0.7650418707415857
ост.; 	0.7650418707415857
сух.; 	0.7650418707415857
родст.; 	0.7650418707415857
тетр.; 	0.7650418707415857
сан.; 	0.7650418707415857
пар.; 	0.7650418707415857
мкр.; 	0.7650418707415857
игр.; 	0.7650418707415857
проф.; 	0.7650418707415857
сост.; 	0.7650418707415857
сис.; 	0.7650418707415857
русс.; 	0.7650418707415857
оф.; 	0.7650418707415857
перв.; 	0.7650418707415857
кор.; 	0.7650418707415857
драм.; 	0.7650418707415857
даг.; 	0.7650418707415857
тех.; 	0.7650418707415857
моб.; 	0.7650418707415857
упр.; 	0.7650418707415857
явл.; 	0.7650418707415857
таб.; 	0.7650418707415857
цк.; 	0.7650418707415857
байх.; 	0.7650418707415857
сл.; 	0.7650418707415857
рес.; 	0.7650418707415857
окр.; 	0.7650418707415857
эк.; 	0.7650418707415857
зав.; 	0.7650418707415857
рекл.; 	0.7650418707415857
зар.; 	0.7650418707415857
квип.; 	0.7650418707415857
наб.; 	0.7650418707415857
иностр.; 	0.7650418707415857
енис.; 	0.7650418707415857
марк.; 	0.7650418707415857
проч.; 	0.7650418707415857
эл.; 	0.7650418707415857
пеш.; 	0.7650418707415857
сег.; 	0.0
кем.; 	0.0
юр.; 	0.0
фр.; 	0.0
фик.; 	0.0
кл.; 	0.0
реп.; 	0.0
ген.; 	0.0
дет.; 	0.0
новг.; 	0.0
терр.; 	0.0
ятл.; 	0.0
сент.; 	0.0
инф.; 	0.0
ябл.; 	0.0
пор.; 	0.0
рез.; 	0.0
танц.; 	0.0
дост.; 	0.0
стир.; 	0.0
уч.; 	0.0
яз.; 	0.0
экз.; 	0.0
гум.; 	0.0
ближ.; 	0.0
исп.; 	0.0
ктр.; 	0.0
конц.; 	0.0
харьк.; 	0.0
проц.; 	0.0
мн.; 	0.0
ритм.; 	0.0
пг.; 	0.0
пров.; 	0.0
инст.; 	0.0
посм.; 	0.0
млад.; 	0.0
синт.; 	0.0
внеш.; 	0.0
греч.; 	0.0
нейтр.; 	0.0
мат.; 	0.0
росс.; 	0.0
имп.; 	0.0
янв.; 	0.0
рис.; 	0.0
кв.; 	0.0
суш.; 	0.0
скрим.; 	0.0
от.; 	0.0
